,RANK,POENG,Resultat,Lagnavn:,Antall på lag (SKRIV KUN TALL):,1. (SKRIV MED BLOKKBOKSTAVER),2. (SKRIV MED BLOKKBOKSTAVER),3. (SKRIV DATOEN SÅNN HER: DD.MM.ÅÅÅÅ),4. (SKRIV MED BLOKKBOKSTAVER),5. (SKRIV MED BLOKKBOKSTAVER),6. (SKRIV MED BLOKKBOKSTAVER),7. (SKRIV MED BLOKKBOKSTAVER),8. (SKRIV MED BLOKKBOKSTAVER),9. (SKRIV MED TALL),10. (SKRIV MED BLOKKBOKSTAVER),11. (SKRIV MED TALL),12. (SKRIV MED BLOKKBOKSTAVER),13. (SKRIV MED BLOKKBOKSTAVER),"14. (SKRIV MED BLOKKBOKSTAVER) OG SVAR MED TALL, IKKE BOKSTAVER",15. (SKRIV MED BLOKKBOKSTAVER),16. (SKRIV MED BLOKKBOKSTAVER),17. (SKRIV MED BLOKKBOKSTAVER),18. (SKRIV MED BLOKKBOKSTAVER),19. (SKRIV MED BLOKKBOKSTAVER),20. (SKRIV MED BLOKKBOKSTAVER),21. (SKRIV MED BLOKKBOKSTAVER),22. (SKRIV MED BLOKKBOKSTAVER),23. (SKRIV MED BLOKKBOKSTAVER),"24. (SKRIV MED BLOKKBOKSTAVER) HA ""OG"" MELLOM HVERT PRODUKT. EKSEMPEL: KLUBBE OG SVERD OG PISTOL OG ATOMBOMBE. FRA ELDSTE PRODUKT TIL NYESTE.",25. (SKRIV MED BLOKKBOKSTAVER),26. (SKRIV MED BLOKKBOKSTAVER),27. (SKRIV KUN TALL),28. (SKRIV MED BLOKKBOKSTAVER),29. (SKRIV MED BLOKKBOKSTAVER),30. (SKRIV MED BLOKKBOKSTAVER)
,21,11,11 / 32,CAMP CORONA 4EVA,4,INDIANA JONES,FLODHEST FRYKT,18.05.1939,FLORIDA,POKEDUCK,5%,PILOTFRUE,RUSSLAND,1971,RONALDO,200,INDIA,EIFFELTÅRNET,8,OHIO,VI MANGLER DETTE SPØRSMÅLET,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LØVE,SINGAPORE,TORSDAG,MEG RYAN,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,OSCAR 26 STK,97,EMPIRE STATE BUILDING,ØGLE,KJÆRLIGHET
,21,11,11 / 32,Bønda i byn,2,INDIANA JONES,FLODHEST,05.04.1939,FLORIDA,GEODUCK,10%,PILOTFRUE,DANMARK,1974,KLOSE,1100,SØR-KOREA,EIFFELTÅRNET,17,KARIUS OG BAKTUS,TEXAS,KATIE MELUA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),EN FUGL,THAILAND,TORSDAG,GWYNETH PALTROW,FORCE,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,ELVIS PRESLEY,97,ROCKEFELLER CENTER,PUNGDYR,KJÆRLIGHET
,21,11,11 / 32,Brillefint,5,INDIANA JONES,FLODHESTER,09.09.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,MIROSLAV KLOSE,5000,INDIA,EIFFELTÅRNET,17,TITANIC,VIRGINIA,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),HAMMER,MONGOLIA,FREDAG,GWENYTH PALTROW,CARBON,D OG C OG B OG A,DIVA,OSCAR,93,EMPIRE STATE BUILDING,GNAGERE,KJÆRLIGHET
,21,11,11 / 32,Bork Bork Bork,2,INDIANA,HEST,01.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,RUSSLAND,1970,PELE,550,Japan,Eiffeltårnet,8,TEETH,Tennessee,:(,C) ETHIOPIA OG BELGIA (SAMMENLAGT),RIFLE,MALAYSIA,FREDAG,Gwyneth Paltrow,LYSETS HASTIGHET,TAMAGOTCHI OG PLAYSTATION 2 OG FURBY OG IPAD ,:(,:(,97,EMPIRE STATE BUILDING,LEOPARD,KAN IKKE DEN NORSKE TEKSTEN :(((((
,21,11,11 / 32,Booty and beats,4,eowiurou,FLODHEST,01.09.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE ,NORGE ,1965,MESSI,758,SØR-KOREA,EIFFELTÅRNET ,16,TITANIC,SOUTH CAROLINE,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),SPYD,NORD-KOREA,TORSDAG,GWYNETH PATROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION2,PRIMADONNA,CHARLIE CHAPLIN,96,HJORTEDYRFAMILIEN,KJÆRLIGHET,wekljrler
,21,11,11 / 32,Bjønnefætta,2,INDIANA JONES,FOLKEMENGDER,09.04.1939,OKLAHOMA,SAIDUCK,10%,PILOTFRUE,PERU,1970,PELE,20.000,JAPAN,EIFELTÅRNET,8,NOT ANOTHER TEEN MOVIE,TEXAS,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),MASKINGEVÆR,FILIPPINENE,TORSDAG,GWYNETH PALTROW,KARBONDIOKSID,D OG C OG A OG B ,EGOSENTRISK,WALT DISNEY,89,TRUMP TOWER,REPTIL,KJÆRLIGHET
,21,11,11 / 32,BH,3,FOSSIL,FLODHESTER,28.10.1939,NEW YORK,RABTOKUS,20%,PILOTFRUE,RUSSLAND,1968,INIESTA,70,TYSKLAND,EIFFELTÅRNET,14,TITANIC,OHIO,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LØVE,THAILAND,TORSDAG,NICOLE KIDMAN,BEVEGELSE,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,DIVA,APPELSIN,92,EMPIRE STATE,KATT,EVIGHET
,21,11,11 / 32,Barnehagen,4,SHERLOCK HOLMES,FLODHESTER,08.11.1939,MAINE,PSYDUCK,10%,PILOTFRUE,BRASIL,1971,DIEGO MARADONNA,63,SØR-KOREA,EIFELTÅRNET,9,KARIUS OG BAKTUS,VERMONT,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),KORN,TURKMENISTAN,TORSDAG,GWYNETH PALTROW,CARBON,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,NONCHALANT,WALT DISNEY,91,EMPIRE STATE BUILDING,KATTEDYR,KJÆRLIGHET
,21,11,11 / 32,Astat,3,BONES,HØYDER,26.09.1939,FLORIDA,PSYDUCK,5%,PILOTFRUE,NORGE,1976,KLOSE,237,KOREA,EIFFELTÅRNET,9,CROWNS IN A SEA,KANSAS,FALL OUT BOY,B) NEPAL OG MALAYSIA (SAMMENLAGT),RIFLE,MONGOLIA,TORSDAG,KIDMAN,LYSETS HASTIGHET,C OG D OG A OG B,DIVA,A,96,EMPIRE STATE BUILDING,GNAGER,GLEDESLIV
,21,11,11 / 32,Alpenkrankers Episenter,2,INDIANA JONES,HESTER,01.08.1939,MAINE,DUCKFACE,5%,PILOTFRUE,RUSSLAND,1972,KLOSE,27,STORBRITANNIA,EIFFELTÅRNET,7,PASS,SOUTH CAROLINA,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),KALASHNIKOV,MONGOLIA,MANDAG,22: GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,PASS,BOGART,92,CHRYSLER,KATTEDYR,KJÆRLIGHET
,21,11,11 / 32,,,INDIANA JONES,FRYKT FOR FLODHEST,09.04.39,PENNSYLVANIA,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1974,MULLER,80,SØR KOREA,EIFELLTÅRNET,6,TITANIC,UTAH OG CALIFORNIA,EPHEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),TRE,THAILAND,TORSDAG,GWYNETH PALTROW,KRAFT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,P,92,CHRYSLER BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,Wangz,4,INDIANA JONES,HESTER,14.09.39,VERNON,POMIA,10%,JULIANNABLOGGEN,AUSTRALIA,1972,MARADONNA,290,SØRKOREA,EIFFELTÅRNET,14,TITANIC,CALIFORNIA,JONAS BROTHERS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),VÅPEN,MINOGOLIA,ONSDAG,CRUZ,LYSETS HASTIGHET,FURBIE OG TAMAGOTCHI OG PS2  OG IPOD ,PRIMADONNA,HITCHCOCK,94,EMPIRE STATE BUILDING,KATTEDYR,SOLOPPGANG
,22,10,10 / 32,UTENDØRS,4,INDIANA JONES,VANN,11.03.1939,FLORIDA,CHARMANDER,10%,PILOTFRUE,RUSSLAND,1968,PELE,200,SØR KOREA,EIFFELTÅRNET,13,INTO THE SEA,NEW YORK,LITTLE,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,INDONESIA,FREDAG,GWYNETH PALTROW,MOTSTAND,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,WALT DISNEY,94,ROCKEFELLER CENTER,KATTEDYR,KJÆRLIGHET
,22,10,10 / 32,TRINES ÅKERBARN,3,INDIANA JONES,FLODHESTER,01.09,MARYLAND,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1973,RONALDINHO,48,KINA,EIFFEL TÅRNET,9,TOOTHFAIRY,KENTUCKY,SPICE GIRLS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),AK-47,IRAN,ONSDAG,REESE WITHERSPOON,HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,DIVA,ROGER MOORE,93,EMPIRE STATE BUILDING,KATTEDYR,GLEDE
,22,10,10 / 32,TILLERRØNNINGEN,3,INDIANA JONES,REDD FOR Å GLEMME,03.10.1939,NEW YORK,DUCKY,10%,PILOTFRUE,RUSSLAND,1973,PELE,60,JAPAN,EIFFELTÅRNET,4,TITANIC,TEXAS,EPHEMERA,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SIGD,NORDKOREA,TORSDAG,GWYNETH PALTROW,HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION2 OG IPOD,PRIMADONNA,JAMES DEAN,94,TRUMP TOWER,AMFIBIUM,LDKFGJLD
,22,10,10 / 32,TIGER KINGS ,4,INDIANA JONES,FLODHEST,5 OKTOBER,NEW MEXICO,PLATYPUS,20%,PILOTFRUE,AUSTRALIA,1967,KLOSE,51,INDIA,EIFFELTÅRNET,12,TITANS OF THE SEA,KENNTUCKY,N'SYNC,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),FUGL,DE FORENTE ARABISKE EMIRATER,TORSDAG,GWYNETH PALTROW,CARBON,C OG A OG D OG B ,BITCH,WALT DISNEY,97,EMPIRE STATE BUILDING,APE,KJÆRLIGHET
,22,10,10 / 32,THE TORGEIRS,2,INDIANA JONES,FLODHESTER,09.06.1939,MAINE,HASSE,5%,PILOTFRUE,RUSSLAND,1969,MÜLLER,185,INDIA,EIFFELTÅRNET,17,10000 BC,WYOMING,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),KNIV,MALAYSIA,TORSDAG,GWYNETH PALTROW,CARBON,FURBY OG TAMAGOTCHI OG PLAYSTATION 2 OG IPOD,EGOIST,DISNEY,98,EMPIRE STATE BUILDING,KATTEDYR,GLEDE
,22,10,10 / 32,The Kvissers,4,INDIANA JONES,REDD FOR HESTER,04.04.1939,MAINE,DUCKY,10%,PILOTFRUE,CHILE,1968,PELÉ,400,JAPAN,EIFFELTÅRNET,8,TITANIC,TENNESEE,EMPERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),RIFLE,PAKISTAN,ONSDAG,NICOLE KIDMAN,TID,"TAMAGOCHI, FURI, PLAYSTATUON 2, IPOD",PRIMADONNA,WALT DISNEY,Blabla,Blabla,EMPIRE STATE BUILDING,KJÆRLIGHET
,22,10,10 / 32,tedicious,2,DR EVIL,HESTER,29.08.1939,MAINE,ANEMONE,10%,PILOTFRUE,RUSSLAND,1970,PELE,43,JAPAN,EIFFELTÅRNET,8,INCEPTION,WYOMING,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),GEVÆR,TORSDAG,INDONESIA,NICOLE KIDMAN,KONSTANT,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,POMPØS,WELLES,94,EMPIRE STATE BUILDING,GNAGER,GLEDESMELODI
,22,10,10 / 32,TeamAgotchi,5,INDIANA JONES,FLODHEST,19.04.1939,NORTH CAROLINA,NUKEDUCK,10%,PILOTFRUE,AUSTRALIA,1972,MIROSLAV KLOSE,4763,SØR KOREA,EIFFELTÅRNET,6,TITANIC,MICHIGAN,EUFEMIA,B) NEPAL OG MALAYSIA (SAMMENLAGT),ET TRE,INDONESIA,TORSDAG,GWYNETH PALTROW,FART,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMADONNA,CHARLES HESTON,97,EMPIRE STATE BUILDING,MAURSLUKER,KJÆRLIGHET
,22,10,10 / 32,Team Håkøya,2,INDIANA JONES,HEST,30.03.1939,TEXAS,QUACK,10%,PILOT FRUEN,USA,1974,PELE,700,SØR KOREA,EIFFEL TÅRNET,6,TITANIC,TEXAS,EPHEMBRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,NORD KOREA,TORSDAG,NICOLE KIDMAN,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMA DONNA,SINATRA,87,EMPIRES STATE BUILDING,HJORT,KJÆRLIGHET
,22,10,10 / 32,TACOTIRSDAG,5,INDIANA,FLODHEST,10.08.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1972,THOMAS MULLER,93,SØR KOREA,EIFFELTÅRNET,10,ROTTEN IN THE SEA,COLORADO,EPHEMRA,B) NEPAL OG MALAYSIA (SAMMENLAGT),ET TRE,THAILAND,TORSDAG,GWYNETH PALTHROW,TETTHET,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,KOKETT,ALFRED HITCHCOCK,92,CHRYSLER,ØGLE,KJÆRLIGHET
,22,10,10 / 32,Tacomayo,2,INDIANA JONES,FLODHEST,19.06.1939,FLORIDA,DUCKACHU,20%,PILOTFRUE,AUSTRALIA,1971,MARADONA,125,INDIA,EIFFELTÅRNET,9,TITANIC,PENNSYLVANIA,GIRLS ALOUD,B) NEPAL OG MALAYSIA (SAMMENLAGT),SOL,FILIPPINENE,TORSDAG,GWYNETH PALTROW,CINETIC,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRETENSIØS,STEPHEN KING,93,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,Soave,2,INDIANA JONES,FLODHESTER,14.04.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1977,KLOSE,40,SØR-KOREA,EIFFELTÅRNET,6,TITANIC,NEW YORK,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),DUE,INDONESIA,TORSDAG,CAMERON DIAZ,CONCENTRATION,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,JOHNSON,96,EMPIRE STATE BUILDING,HESTEFAMILIEN,KJÆRLIGHET
,22,10,10 / 32,Smashing girls ,4,INDIANA JONES,STORE TING,12.10.1939,RHODE ISLAND,PZIDUCK,20%,PILOTFRUE,RUSLAND,1974,MARADONNA,95,SØR KOREA,EIFELTÅRNET ,15,10 THEETH IN THE SEA,WEST VIRGINIA,M2M,B) NEPAL OG MALAYSIA (SAMMENLAGT),ØRN,SRI LANKA,TORSDAG,GWENETH PALTHROW,LYSETS HASTIGHET,FURBY OG TAMAGOTCHI OG IPOD OG PLAYSTATION 2,EGOISTISK,WALT DISNEY ,93,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,Slettheia boretslag,5,INDIANA JONES,FLODHESTER,05.10.1939,NEW MEXICO,PSYDUCK,20%,PILOTFRUE,RUSSLAND,1972,MIROSLAV KLOSE,173,KOREA,EMPIRE STATE BUILDING,10,TITANIC,TEXAS,SIXPENCE NONE THE RICHER,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),VÅPEN,INDONESIA,TORSDAG,GWYENETH PALTROW,MOTSTAND,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,WALT DISNEY,89,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,SKJÆVELANDSBANDEN,3,INDIANA ,BALLONGER ,15.09.1939,MAINE,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1972,MARADONNA,155,SØR KOREA,EIFFELTÅRNET,23,TENNESSEE,UTAH,EFEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),HAMMER,VIETNAM,TORSDAG,WIONA RYDER,C,D OG C OG A OG B ,PRIMADONNA,HITCHCOCK,93,EMPIRE STATE BUILDING,DOVENDYR,KJÆRLIGHET 
,22,10,10 / 32,SEMANTISK,3,INDIANA,HESTER,13.10.1939,MAINE,DUCKDUCK,10%,TRENINGSFRUE,AUSTRALIA,1976,RONALDO,200,SØRKOREA,EIFFELTÅRNET,8,TITANIC,WISCONSIN,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MASKINGEVÆR,MALAYSIA,TORSDAG,ANGELINA JOLIE,COMPRESSION,TAMAGOTCHI OG IPOD OG PLAYSTATION 2 OG FURBY,PRIMADONNA,HITCHCOCK,91,EMPIRE STATE BUILDING,HUND,GLEDE OG GIV
,22,10,10 / 32,Rænnch,2,INDIANA JONES,KULDE,09.04.1939,MAINE,PSYDUCK,20%,PILOTFRUE,GRØNLAND,1973,MESSI,240,KINA,EMPIRE STATE BUILDING,12,TITAN OF THE SEA,TEXAS,RAZIKA,B) NEPAL OG MALAYSIA (SAMMENLAGT),ORANGUTANG,INDONESIA,TORSDAG,GWYNETH PALTROW,VOLUM,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,ORSON WELLS,92,CHRYSLER BULDING,KATT,KJÆRLIGHET
,22,10,10 / 32,RUSSLAND,4,INDIANA JONES,HEST,13.04.1937,FLORIDA,PSYDUCK,10%,PILOTFRUE,AUSTRALIA,1970,RONALDO,130,SØR KOREA,EIFELTÅRNET,43,TITANIC,NEBRASKA,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),LJÅ,VIETNAM,TORSDAG,AA,TYNGDEKRAFTEN,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD OG B,N,DISNEY,94,CHRYSLER BUILDING,FUGLEFAMILIE,JORD
,22,10,10 / 32,Rhodos 2017,4,INDIANA JONES,FLODHEST,20.09.1939,MAINE,DUCKLINGS,10%,PILOTFRUE,AUSTRALIA,1974,MARADONNA,52,INDIA,EIFFELTÅRNET,7,CLASH OF THE TITANS,TENNESSEE,THE TUESDAYS,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MACHETE,NORD KOREA,ONSDAG,GWYNETH PALTROW,BEVEGELSE,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,WALT DISNEY,92,EMPIRE STATE BUILDING,GNAGER,TRO
,22,10,10 / 32,Rar familie,3,INDIANA JONES,REDD FOR FLODHESTER,06.10.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1963,PELÈ,1000,JAPAN,EIFFELTÅRNET,6,TITANIC,WASHINGTON ,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),EN HAMMER,AFGHANISTAN,TORSDAG,GWYNETH PALTROW,KVADRATROTEN,TAMAGOTCHI OG PLAYSTATION 2 OG FURBY OG IPOD,SNOB,STEPHEN SPIELBERG,91,TRUMP TOWER,FUGLEFAMILIEN,VI FINNER VÅR PLASS
,22,10,10 / 32,Quiztin Quarantino ,5,INDIANA JONES,FLODHEST,18.10.1939,FLORIDA,PSYDUCK,10%,TRENINGSFRUE,GRØNLAND,1971,PELÉ,42,INDIA,EIFFELTÅRNET,8,TANN GANGE TI C,SOUTH CAROLINA,WIGWAM,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SVERD,FILIPINENE,ONSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,HITCHCOCK,96,EMPIRE STATE BUILDING,KATTEDYR,GLEDE OG FRYD
,22,10,10 / 32,Quizlaget for de eldre,5,INDIANA JONES,RULLETRAPPER,25.08.1939,MAINE,PSYDUCK,20%,PILOTFRUE,AUSTRALIA,1973,PELE,277,JAPAN,EMPIRE STATE BUILDING,6,TITANIC,TEXAS,SCISSOR SISTER,B) NEPAL OG MALAYSIA (SAMMENLAGT),LJÅ,MYANMAR,TORSDAG,SCARLETT JOHANNSON, PASS,TAMAGOTCHI OG FURBY OG PLAYSTATION OG IPOD,DIVA,ALFRED HITCHCOCK,93,ROCKEFELLER CENTER,KATT,KJÆRLIGHET
,22,10,10 / 32,quizical cats,2,INDIANA JONES,LEGER,02.09.1939,RHODE ISLAND,PLATTY,20%,PILOTFRUE,AUSTRALIA,1978,PELÉ,39,JAPAN,EIFELTÅRNET,12 YESTERDAY`S,JAWS,DC (DISTRICT OF COLOMBIA),EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),ET TRE,NEPAL,TORSDAG,ANGELINA JOLIE,CONSTANT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,HURPE,ELVIS PRESLEY,87,EMPIRE STATE BUILDING,KATT,KJÆRLIGHET
,22,10,10 / 32,Quizedilla1 ,5,DOCTOR JONES ,FLODHESTER,13.09.1939,FLORIDA,PSYDUCK,10%,PILOTFRUE,NORGE,1972,MULLER,78,SØR KOREA,EIFFELTÅRNET,16,SEE JACKELS,ALABAMA,LADY BUG,B) NEPAL OG MALAYSIA (SAMMENLAGT),VÅPEN,NORD KOREA,TORSDAG,GWYNETH PALTROW,LYSETS HASTIGHET,TAMGOTCHI OG FURBY OG PLASTATION 2 OG IPOD,KOSTBAR,VET IKKE,97,EMPIRE STATE BUILDING,ELG,KJÆRLIGHET
,22,10,10 / 32,Quizatrengt,6,INDIANA JONES,FLODHESTER,01.09.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,GRØNLAND,1978,DIEGO MARADONA,58,SØR KOREA,EIFFELTÅRNET,17,TITANIC,KANSAS,EMFEMRA ,B) NEPAL OG MALAYSIA (SAMMENLAGT),BÅT,VIETNAM,TORSDAG,GWINNETT PALTROW,AKSELERASJON,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,DIVA,CHARLIE CHAPLAIN,93,EMPIRE STATE BUILDING,NEBBDYR,KJÆRLIGHET
,22,10,10 / 32,Quarantine Quizzing Ladies,2,INDY (Indiana Jones),FLODHEST,10.11.1939,MAINE,PSYDUCK,10%,TRENINGSFRUE,ARGENTINA,1974,RONALDINHO,120,SØR KOREA,EIFFELTÅRNET,7,CLASH OF THE TITANS,CALIFORNIA,EPHEMERA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),LJÅ,TAIWAN,TORSDAG,GWYNETH PALTROW,CARBON,TAMAGOTCHI OG FURBY OG PLAYSTATION OG IPOD,DIVA,HOWARD HUGHES,91,EMPIRE STATE BUILDING,KATTEFAMILIEN,KJÆRLIGHET
,22,10,10 / 32,Ozelotene ,3,INDIANA JONES,FLODHEST,01.09.1939,MAINE,PERRY,10%,PILOTFRUE,AUSTRALIA,1970,PELE,150,SØR-KOREA,EIFFELTÅRNET,6,INCEPTION,KENTUCKY,SPICE GIRLS,B) NEPAL OG MALAYSIA (SAMMENLAGT),BLOMST,TAIWAN,TORSDAG,JULIA ROBERTS,LYSES HASTIGHET,D OG C OG B OG A,DIVA,JOHNSON ,94,EMPIRE STATE BUILDING ,HEST,KJÆRLIGHET
,22,10,10 / 32,Oppussing,2,DR JONES,HEST,03.03.1939,FLORIDA,DUCKIE,10%,PILOTFRUE,INDIA,1972,RONALDO,100,INDIA,EIFELTÅRNET,7,TITANIC,MISSISSIPPI,CARDIGANS,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),APPELSINTRE,PAKISTAN,TORSDAG,WITHERSPOON,LYSETS HASTIGHET,D OG C OG A OG B,DIVA,CHAPLIN,92,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,ME,1,CLAUDE MONE,FLODHEST,20.10.1939,FLORIDA,PSYDUCK,20%,PILOTFRUE,INDONESIA,1963,KLOSE,70,SVERIGE,EIFFELTÅRNET,24,TENSITY,TEXAS,U2,C) ETHIOPIA OG BELGIA (SAMMENLAGT),SVERD,RUSSLAND,TIRSDAG,BRITNEY SPEARS,LYSETS HASTIGHET,IPOD OG TAMAGOTCHI OG PLAYSTATION2 OG FURBY,FIRST LADY,WARNER,96,FRIHETSGUDINNEN,OTER,KJÆRLIGHET
,22,10,10 / 32,MartMart,2,INDIANA JONES,FLODHEST,21.11.1939,MAINE,PSYDUCK,5%,PILOTFRUE,CANADA,1976,THOMAS MULLER,300,INDIA,EIFFELTÅRNET,12,TITANIC,WISCOUNSIN,MERYL STREEP,C) ETHIOPIA OG BELGIA (SAMMENLAGT),FISK,KAMBODSJA,ONSDAG,ANGELINA JOLIE,KRAFT,TAMAGOTCHI OG FURBY OG IPOD OG PLAYSTATION 2,PRIMADONNA,ALFRED HITCHCOCK,97,EMPIRE STATE BUILDING,GNAGER,KJÆRLIGHET
,22,10,10 / 32,Luxus,2,INDIANA JONES,HIKKE,09.04.1939,TEXAS,PSYDUCK,10%,BLOGGNAVN*,AUSTRALIA,1970,KLOSE,125,SØR-KOREA,EIFFELTÅRNET,6,TITANIC,IDAHO,PASS,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),SOLOPPGANG,FILIPPINENE ,TORSDAG,KATE HUDSON,COMPRESSION,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,DIVA,WEINSTEIN,92,EMPIRE STATE BUILDING,ØGLE,KJÆRLIGHET
,22,10,10 / 32,LemvikDK,1,JOJO,FLODHEST,1. SEPTEMBER ,MAINE,BEAK,20%,KOMIKERFRUE,ARGENTINA,1977,PELE,40,SØR-KOREA,EIFFELTÅRNET,13,DIE ANOTHER DAY ,COLORADO,EPHEMRA,C) ETHIOPIA OG BELGIA (SAMMENLAGT),MANN,USBEKISTAN,TORSDAG,GWYNETH PALTROW,STYRKE ,TAMAGOTCHI OG IPOD OG FURBY OG PS2,AROGANT,MR. BEAN,96,EMPIRE STATE BUILDING,BEVER,KJÆRLIGHET
,22,10,10 / 32,LADS ON TOUR,4,INDIANA JONES,FLODHEST,13.11.1939,MAINE,SMASH,20%,PILOTFRUE,RUSSLAND,1973,MIROSLAV KLOSE,32,SØR KOREA,EIFELTÅRNET,14,TITANIC,KANSAS,SWAY,A) AUSTRALIA OG UKRAINA (SAMMENLAGT),GEVÆR,MALAYSIA,TORSDAG,GWYNETH PALTROW,FART,TAMAGOTCHI OG PLAYSTATION 2 OG IPOD OG FURBY,DIVA,IAN FLEMING,96,ROCKEFELLER CENTRE,PUNGDYR,TID
,22,10,10 / 32,Kvissleis ,2,INDIANA ,FLODHEST ,01.11.1939,NEW YORK ,QUAK,10%,PILOTFRUE ,GRØNLAND ,1973,RONALDO ,55,INDIA ,EIFFELTÅRNET ,24,TITANIC ,KANSAS ,EPHEMERA,B) NEPAL OG MALAYSIA (SAMMENLAGT),FUGL,NORDKOREA ,TORSDAG ,GWENETH PALTROW ,CENTER ,TAMAGOTCHI OG FURBY OG PLAYSTATION 2 OG IPOD,PRIMADONNA,CHARLIE CHAPLIN ,93,EMPIRE STATE BUILDING ,DOVENDYR ,KJÆRLIGHET 
